Year	Transport Mode	Passengers
2019	Overground Journeys	14.47152417
2019	Overground Journeys	14.40872535
2019	Overground Journeys	15.67047415
2019	Overground Journeys	13.88291925
2019	Overground Journeys	14.15696308
2019	Overground Journeys	13.79133005
2019	Overground Journeys	14.83199116
2019	Overground Journeys	12.94871815
2019	Overground Journeys	13.52311989
2019	Overground Journeys	17.82063199
2019	Overground Journeys	17.1082871
2019	Overground Journeys	15.83140693
2019	Overground Journeys	10.58719779
2020	Overground Journeys	14.05691148
2020	Overground Journeys	15.60820526
2020	Overground Journeys	12.95458801
2020	Overground Journeys	0.999692678
2020	Overground Journeys	1.491889551
2020	Overground Journeys	2.797743723
2020	Overground Journeys	4.490086172
2020	Overground Journeys	5.073182347
2020	Overground Journeys	6.61931978
2020	Overground Journeys	8.455669045
2020	Overground Journeys	7.080423369
2020	Overground Journeys	6.61382143
2020	Overground Journeys	3.192937975
2021	Overground Journeys	3.499736136
2021	Overground Journeys	4.38364971
2021	Overground Journeys	4.825239129
2021	Overground Journeys	8.647541589
2021	Overground Journeys	7.686087707
2021	Overground Journeys	7.777896583
2021	Overground Journeys	10.14764205
2021	Overground Journeys	8.574371395
2021	Overground Journeys	10.599299
2021	Overground Journeys	12.47350367
2021	Overground Journeys	11.58683787
2021	Overground Journeys	12.20710486
2021	Overground Journeys	6.727379039
2022	Overground Journeys	9.968767686
2022	Overground Journeys	10.68208527
2022	Overground Journeys	13.83784509
2022	Overground Journeys	11.975279
2022	Overground Journeys	12.8878644
2022	Overground Journeys	11.08386334
2022	Overground Journeys	12.50552727
2022	Overground Journeys	10.02445314
2022	Overground Journeys	12.3020443
2022	Overground Journeys	12.47575723
2022	Overground Journeys	13.25191663
2022	Overground Journeys	13.99023093
2022	Overground Journeys	6.868347355
2023	Overground Journeys	13.13690025
2023	Overground Journeys	13.36432424
2023	Overground Journeys	13.20117727
2023	Overground Journeys	13.82316039
2023	Overground Journeys	14.07166423
2023	Overground Journeys	14.58634116
2023	Overground Journeys	14.33988715
2023	Overground Journeys	12.3755529
2023	Overground Journeys	13.83705622
2023	Overground Journeys	14.84179423
2023	Overground Journeys	14.98325052
2023	Overground Journeys	14.98253714
2023	Overground Journeys	11.30553296
2024	Overground Journeys	13.66938359
2024	Overground Journeys	14.26782968
2024	Overground Journeys	14.06506569
2024	Overground Journeys	13.549056
2024	Overground Journeys	14.79793237
2024	Overground Journeys	13.92663611
2024	Overground Journeys	14.43570526
